,id,name,normalized_name,category_code,status,founded_at,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
36078,c:176918,15MinutesNOW,15minutesnow,games_video,operating,2011-04-19,,,unknown,,,0,0,2011-05-10,2011-05-10,1,200000.0,,,0,0
36110,c:176951,MEI Pharma,mei pharma,biotech,operating,,USA,San Diego,San Diego,,,0,0,2011-05-31,2011-05-31,1,1113344.0,2012-11-05,2012-11-05,1,2
36132,c:176973,Verdigris Technologies,verdigris technologies,software,operating,2011-01-01,USA,Moffett Field,SF Bay,,,0,0,2011-11-09,2013-04-28,2,462000.0,2012-03-01,2012-03-01,1,4
36138,c:176979,Imonomy Interactive,imonomy interactive,software,operating,2012-01-01,ISR,Ramat Gan,Ramat Gan,,,0,0,2013-05-23,2013-05-23,1,400000.0,2013-02-25,2013-02-25,1,4
36159,c:177,FlickIM,flickim,mobile,operating,2006-12-01,USA,Berkeley,SF Bay,,,0,0,2007-03-01,2007-03-01,1,1600000.0,,,0,5
36162,c:177000,Qloo,qloo,web,operating,2011-04-01,USA,New York,New York,,,0,0,2013-03-18,2013-11-14,2,3000000.0,2012-04-01,2013-11-14,2,7
36176,c:177017,Derbywire,derbywire,mobile,operating,2012-09-09,USA,San Francisco,SF Bay,,,0,0,2012-12-27,2012-12-27,1,25000.0,,,0,1
36179,c:177020,Arynga,arynga,automotive,operating,2012-01-01,USA,San Diego,San Diego,,,0,0,2012-11-08,2012-11-08,1,250000.0,2013-10-14,2013-10-14,1,5
36180,c:177021,Execution Labs,execution labs,games_video,operating,2012-01-01,CAN,Quebec,Quebec,,,0,0,2012-11-08,2012-11-08,1,1400000.0,2012-09-01,2012-09-01,1,4
36181,c:177024,MyPerfectGift.com,myperfectgift,web,operating,,USA,Napa,Napa,,,0,0,2012-11-08,2012-11-08,1,100000.0,,,0,0
36184,c:177030,Surikate,surikate,mobile,operating,2010-06-01,FRA,Clichy,Paris,,,0,0,2011-07-01,2011-07-01,1,1800000.0,2011-01-01,2011-01-01,1,2
36188,c:177045,ilustrum,ilustrum,games_video,operating,2011-01-01,ESP,Barcelona,Barcelona,,,0,0,2011-11-01,2012-11-01,2,989425.0,2011-01-01,2011-01-01,1,1
36191,c:17705,MessageCast,messagecast,web,acquired,2002-03-01,USA,Palo Alto,SF Bay,,,0,0,2005-03-01,2005-03-01,1,1500000.0,,,0,3
36201,c:177063,Flazio,flazio,web,operating,2010-10-01,ITA,Catania,Catania,,,0,0,2012-11-09,2012-11-09,1,507760.0,,,0,0
36211,c:177075,Viscount Systems,viscount systems,security,operating,1969-01-01,CAN,BURNABY,Burnaby,,,0,0,2011-03-03,2013-05-30,3,1867366.0,,,0,0
36218,c:177082,Socialite,socialite,web,operating,2012-09-01,GBR,London,London,,,0,0,2012-10-08,2013-08-12,2,267361.0,2013-08-16,2013-08-16,1,7
36245,c:177127,HapYak,hapyak,photo_video,operating,,,,unknown,,,0,0,2012-11-09,2012-11-09,1,850000.0,2013-06-01,2013-06-01,1,2
36262,c:177148,SENSIMED,sensimed,medical,operating,2003-01-01,CHE,Lausanne,Lausanne,,,0,0,2012-11-09,2013-07-10,2,26300000.0,,,0,0
36263,c:177149,TareasPlus,tareasplus,education,operating,2012-09-01,USA,San Francisco,SF Bay,,,0,0,2012-11-09,2012-11-09,1,850000.0,2012-09-01,2013-04-29,2,2
36278,c:177166,Efficient Drivetrains,efficient drivetrains,cleantech,operating,2006-01-01,USA,Palo Alto,SF Bay,,,0,0,2011-06-16,2011-06-16,1,625000.0,,,0,2
36313,c:177209,JustGo,justgo,music,operating,2011-11-01,GBR,London,London,,,0,0,2011-11-01,2013-12-12,2,2450000.0,2012-05-15,2013-09-02,2,4
36314,c:17721,Yakaz,yakaz,search,operating,2005-01-01,FRA,paris,Paris,,,0,0,2006-06-07,2006-06-07,1,641000.0,2005-08-01,2010-11-18,3,2
36316,c:177212,MFive Labs (Listn),mfive labs listn,mobile,operating,2012-09-01,CAN,Montreal,Montreal,,,0,0,2013-11-05,2013-11-05,1,500000.0,2012-09-01,2012-09-01,1,1
36332,c:177228,TEAM INTERVAL,team interval,sports,operating,2012-05-23,USA,Chicago,Chicago,,,0,0,2012-05-23,2012-05-23,1,210000.0,2012-11-10,2012-11-10,1,1
36339,c:17724,Echopass Corporation,echopass,network_hosting,acquired,2000-01-01,USA,Pleasanton,SF Bay,,,0,0,2006-10-30,2010-04-07,2,9000000.0,2013-01-01,2013-01-01,1,22
36340,c:177241,FatSkunk,fatskunk,software,operating,2009-01-01,,,unknown,,,0,0,2012-11-12,2012-11-12,1,250000.0,,,0,0
36345,c:177248,Take5,take5,mobile,operating,2012-01-01,,,unknown,,,0,0,2012-11-12,2012-11-12,1,50000.0,,,0,0
36347,c:17725,Quantum Secure,quantum secure,software,operating,2004-01-01,USA,San Jose,SF Bay,,,0,0,2006-10-29,2006-10-29,1,3540000.0,2011-04-01,2011-04-01,1,11
36360,c:17727,Neocase Software,neocase software,software,operating,2001-01-01,USA,San Francisco,SF Bay,,,0,0,2006-10-23,2008-12-04,2,16500000.0,2008-01-01,2008-01-01,1,9
36378,c:177293,Knotch,knotch,mobile,operating,2012-02-15,USA,San Francisco,SF Bay,,,0,0,2013-11-14,2013-11-14,1,1500000.0,2012-12-06,2012-12-06,1,4
36383,c:177299,Picturelife,picturelife,software,operating,2011-01-01,USA,Chicago,Chicago,,,0,0,2011-08-02,2012-11-02,2,4600000.0,2013-02-01,2013-02-01,1,4
36386,c:177301,Learndot,learndot,education,operating,2009-03-01,CAN,Vancouver,Vancouver,,,0,0,2010-06-01,2012-02-01,3,610548.0,2009-09-01,2013-04-25,3,2
36391,c:177307,fintonic,fintonic,finance,operating,,ESP,Madrid,Madrid,,,0,0,2012-11-28,2012-11-28,1,1546920.0,,,0,4
36398,c:177313,mxHero,mxhero,software,operating,2010-01-01,USA,San Francisco,SF Bay,,,0,0,2012-06-04,2013-07-19,2,1275000.0,2013-07-18,2013-07-18,1,3
36406,c:177322,TranscribeMe,transcribeme,software,operating,2011-09-01,USA,Emeryville,SF Bay,,,0,0,2012-05-15,2012-11-05,2,1350000.0,2013-01-01,2013-01-01,1,9
36408,c:177324,Anchor,anchor,network_hosting,operating,2011-04-01,USA,San Francisco,SF Bay,,,0,0,2011-04-01,2011-04-01,1,3500000.0,2011-04-01,2011-04-01,1,4
36409,c:177325,CogniCor Technologies,cognicor technologies,software,operating,2011-09-25,ESP,Barcelona,Barcelona,,,0,0,2013-06-01,2013-06-01,1,1000000.0,2013-09-01,2013-09-01,1,3
36411,c:177327,Blackford Analysis,blackford analysis,analytics,operating,,GBR,Edinburgh,Edinburgh,,,0,0,2012-11-12,2012-11-12,1,1270324.0,,,0,0
36413,c:17733,RADLIVE,radlive,hardware,closed,2005-01-01,ISR,Tel Aviv,Tel Aviv,,,0,0,2007-05-30,2007-05-30,1,7650000.0,,,0,0
36415,c:177331,BioGasol,biogasol,cleantech,operating,2006-01-01,DNK,,Denmark - Other,,,0,0,2012-11-12,2012-11-12,1,19102500.0,,,0,0
36424,c:177341,The Luxe Nomad,the luxe nomad,travel,operating,2011-08-31,SGP,Singapore,Singapore,,,0,0,2012-06-13,2013-08-16,2,698000.0,2012-06-13,2012-06-13,1,2
36431,c:177349,Jini,jini,mobile,operating,2011-01-01,BEL,Antwerp,Antwerp,,,0,0,2011-01-01,2012-04-01,2,734790.0,2012-11-01,2013-05-17,2,12
36435,c:177353,Bonayou,bonayou,ecommerce,operating,2010-11-13,DEU,Munich,Munich,,,0,0,2011-12-01,2013-07-10,4,3111841.0,2010-11-13,2010-11-13,1,4
36437,c:177355,NCTech,nctech,hardware,operating,,GBR,Edinburgh,Edinburgh,,,0,0,2012-11-12,2012-11-12,1,1270324.0,,,0,0
36439,c:177358,Calcivis,calcivis,medical,operating,,GBR,Edinburgh,Edinburgh,,,0,0,2012-11-12,2012-11-12,1,1905486.0,,,0,0
36446,c:177371,Eventyard,eventyard,web,operating,2012-09-10,BGR,Sofia,Sofia,,,0,0,2012-10-01,2012-10-01,1,128770.0,2012-05-01,2012-05-01,1,4
36451,c:17738,M-Factor,m factor,software,acquired,2003-01-01,USA,San Mateo,SF Bay,,,0,0,2007-06-14,2009-02-10,2,10100000.0,2009-08-01,2009-08-01,1,3
36453,c:177382,Miradore,miradore,enterprise,operating,2006-01-01,FIN,Lappeenranta,Lappeenranta,,,0,0,2012-11-13,2012-11-13,1,1523520.0,2012-11-13,2013-11-01,2,5
36454,c:177383,Tapestry,tapestry,social,operating,2011-02-06,AUS,Ultimo,Sydney,,,0,0,2012-11-13,2013-05-06,2,1000000.0,2012-02-06,2013-06-05,3,5
36471,c:177403,Flatora,flatora,ecommerce,closed,2011-12-23,RUS,Moscow,Moscow,,,0,0,2011-11-01,2011-11-01,1,800000.0,2012-06-01,2012-06-01,1,5
36472,c:177405,StyleSeek,styleseek,fashion,operating,2011-04-01,USA,Chicago,Chicago,,,0,0,2012-03-01,2013-08-13,2,1750000.0,2011-04-15,2013-08-13,2,2
36475,c:177408,Gamblino,gamblino,games_video,operating,2012-05-01,,,unknown,,,0,0,2012-05-01,2012-05-01,1,120000.0,2012-07-01,2012-07-01,1,3
36478,c:177411,LeKiosk,lekiosk,news,operating,2007-01-01,FRA,Paris,Paris,,,0,0,2011-01-01,2012-11-13,2,10900000.0,2006-01-01,2013-03-05,2,1
36494,c:177427,MusicSiren,musicsiren,music,operating,2012-01-01,USA,Los Angeles,Los Angeles,,,0,0,2012-12-01,2012-12-20,2,200000.0,2012-12-20,2012-12-20,1,8
36505,c:177438,Intellisense,intellisense,enterprise,closed,2009-01-01,UGA,Kampala,Kampala,,,0,0,2009-01-01,2009-01-01,1,100000.0,,,0,0
36520,c:177454,Sensika Technologies,sensika technologies,enterprise,operating,2011-01-01,BGR,Sofia,Sofia,,,0,0,2013-02-05,2013-02-05,1,169213.0,2012-09-01,2013-02-05,2,3
36527,c:177461,Digit Game Studios,digit game studios,games_video,operating,2012-04-01,IRL,Dublin 2,Dublin,,,0,0,2012-05-01,2013-01-30,2,3750000.0,,,0,0
36529,c:177463,Mint Solutions,mint solutions,medical,operating,2010-04-01,,,unknown,,,0,0,2010-04-01,2013-11-11,2,19299.0,2011-11-01,2011-11-01,1,4
36530,c:177464,Adictiz,adictiz,games_video,operating,2009-01-01,FRA,Lille,Paris,,,0,0,2012-11-13,2012-11-13,1,2539200.0,2012-01-01,2012-01-01,1,3
36531,c:177465,ePaisa,epaisa,finance,operating,2011-11-04,IND,Mumbai,Mumbai,,,0,0,2011-11-01,2011-11-01,1,150000.0,2011-11-04,2011-11-04,1,2
36532,c:177466,CartCrunch,cartcrunch,mobile,operating,2011-11-01,USA,Cambridge,Boston,,,0,0,2011-12-01,2012-11-14,3,813000.0,2013-06-01,2013-06-01,1,7
36540,c:177474,TenderTree,tendertree,web,operating,,USA,San Francisco,SF Bay,,,0,0,2012-11-14,2012-11-14,1,1300000.0,,,0,1
36545,c:177480,Captify,captify,advertising,operating,2011-07-04,GBR,London,London,,,0,0,2013-07-15,2013-07-15,1,1818302.0,,,0,0
36548,c:177485,RedMica,redmica,enterprise,operating,2012-02-01,USA,Maynard,Boston,,,0,0,2012-03-01,2012-03-01,1,100000.0,2013-04-01,2013-04-01,1,5
36564,c:177503,Semadic,semadic,ecommerce,operating,2012-09-01,CAN,Victoria,Victoria,,,0,0,2012-09-01,2012-09-01,1,500000.0,2013-03-01,2013-07-15,2,5
36570,c:17751,Venda,venda,ecommerce,operating,1998-01-01,GBR,London,London,,,0,0,2006-12-13,2009-01-26,2,26000000.0,,,0,17
36593,c:177538,2359 Media,2359 media,mobile,operating,2009-02-01,SGP,,Singapore - Other,,,0,0,2011-01-11,2011-01-11,1,615000.0,,,0,0
36608,c:177554,Perk,perk,mobile,operating,2012-09-01,ZAF,Cape Town,Cape Town,,,0,0,2013-08-20,2013-08-20,1,80000.0,2012-08-01,2013-07-24,2,1
36610,c:17756,TranslateMedia,translatemedia,web,operating,2004-01-01,GBR,London,London,,,0,0,2004-09-01,2004-09-01,1,250000.0,,,0,1
36626,c:177574,TagTagCity,tagtagcity,mobile,operating,2012-04-01,BEL,Brussels,Brussels,,,0,0,2013-10-14,2013-10-14,1,19299.0,2011-01-01,2011-01-01,1,4
36627,c:177575,Mingyian,mingyian,public_relations,operating,2011-01-01,USA,New York,New York,,,0,0,2013-07-02,2013-07-02,1,500000.0,2013-01-01,2013-07-02,3,4
36631,c:17758,TRAFFIQ,traffiq,advertising,acquired,2006-09-06,USA,New York,New York,,,0,0,2006-09-06,2010-08-10,3,18000000.0,2009-08-05,2012-05-30,3,16
36640,c:177589,mydoodle.com,mydoodle,ecommerce,operating,2012-11-01,GBR,Peterborough,Peterborough,,,0,0,2008-02-01,2008-02-01,1,150000.0,2012-08-01,2012-08-01,1,1
36648,c:1776,YouFig,youfig,network_hosting,operating,,ISR,,TBD,,,0,0,2008-01-01,2008-01-01,1,268000.0,2006-01-01,2008-06-25,3,3
36650,c:177601,TapFunder,tapfunder,enterprise,operating,2012-03-01,USA,Burlington,Burlington,,,0,0,2012-04-15,2012-04-15,1,25000.0,2012-03-01,2012-03-01,1,3
36653,c:177604,Playnomics,playnomics,mobile,operating,2009-01-01,USA,San Francisco,SF Bay,,,0,0,2009-12-16,2013-02-20,3,6000000.0,2013-01-01,2013-08-28,3,4
36655,c:177606,Skillz Inc.,skillz,games_video,operating,,,,unknown,,,0,0,2012-11-15,2012-11-15,1,1300000.0,2012-11-01,2012-11-15,2,3
36662,c:177613,Househappy,househappy,web,operating,2011-03-01,USA,Portland,Portland,,,0,0,2012-02-08,2013-11-03,3,2950000.0,,,0,1
36669,c:17762,Serus,serus,web,operating,2000-01-01,USA,Sunnyvale,SF Bay,,,0,0,2007-07-11,2008-01-01,2,13800000.0,,,0,16
36672,c:177622,Everypost,everypost,mobile,operating,2012-08-01,USA,Miami,Miami,,,0,0,2012-09-01,2013-08-02,2,275000.0,2012-08-01,2013-10-15,2,2
36678,c:177629,Energie Etiche,energie etiche,software,closed,2010-01-01,ITA,Rome,Rome,,,0,0,2012-02-01,2012-11-01,4,126321.0,,,0,0
36691,c:177642,Greenmonster,greenmonster,mobile,operating,2011-06-01,KOR,Seoul,Seoul,,,0,0,2012-06-26,2012-06-26,1,460000.0,2012-09-01,2012-09-01,1,2
36713,c:177672,farmhopping,farmhopping,web,operating,2012-01-01,BGR,Sofia,Sofia,,,0,0,2012-10-01,2012-10-01,1,45070.0,,,0,1
36720,c:17768,Change Healthcare,change healthcare,health,operating,2007-01-01,USA,Brentwood,Nashville,,,0,0,2007-09-01,2013-08-13,3,25300000.0,2009-09-01,2012-01-01,3,18
36735,c:177695,TapClicks,tapclicks,analytics,operating,2009-01-01,USA,San Jose,SF Bay,,,0,0,2012-12-21,2012-12-21,1,1500000.0,,,0,2
36751,c:177716,Likely,likely,analytics,operating,2011-01-01,GBR,London,London,,,0,0,2012-11-24,2012-11-24,1,1600000.0,2011-01-01,2011-01-01,1,2
36762,c:17773,Vocera Communications,vocera communications,mobile,ipo,,USA,San Jose,SF Bay,,,0,0,2006-11-20,2011-01-11,3,7629000.0,2011-07-12,2011-07-12,1,10
36763,c:177731,The Kive Company,the kive company,web,operating,2012-01-01,USA,Encino,Los Angeles,,,0,0,2012-11-16,2012-11-16,1,500000.0,2012-06-01,2013-05-22,2,2
36772,c:17774,Virtual Computer,virtual computer,software,acquired,2007-01-01,USA,Westford,Boston,,,0,0,2007-12-01,2009-01-26,2,21000000.0,2009-01-01,2009-01-01,1,9
36775,c:177742,Connected Sports Ventures,connected sports ventures,mobile,operating,,USA,Princeton,Princeton,,,0,0,2012-11-12,2012-11-12,1,4300000.0,2012-11-12,2012-11-12,1,0
36777,c:177744,Zoomdata,zoomdata,analytics,operating,2012-01-01,USA,Reston,Washington DC,,,0,0,2012-11-13,2013-07-10,2,5200000.0,2012-09-18,2013-07-10,2,4
36780,c:177747,Remedy Informatics,remedy informatics,software,operating,,USA,Sandy,Salt Lake City,,,0,0,2012-11-13,2012-11-13,1,6000000.0,,,0,0
36782,c:177749,Urban Remedy,urban remedy,health,operating,,USA,San Rafael,SF Bay,,,0,0,2012-11-16,2012-11-16,1,1000000.0,2012-01-01,2012-01-01,1,4
36785,c:177751,Skycure,skycure,security,operating,2012-01-01,ISR,Tel-Aviv,Tel Aviv,,,0,0,2012-11-13,2012-11-13,1,3000000.0,,,0,4
36786,c:177752,Epic Sciences,epic sciences,biotech,operating,2008-01-01,USA,La Jolla,San Diego,,,0,0,2012-11-13,2012-11-13,1,13000000.0,,,0,2
36790,c:177756,OutboundEngine,outboundengine,software,operating,2012-09-01,USA,Austin,Austin,,,0,0,2012-11-14,2012-11-14,1,3000000.0,2012-09-01,2012-09-01,1,10
36791,c:177757,Cognitive Electronics,cognitive electronics,analytics,operating,,USA,Boston,Boston,,,0,0,2012-11-14,2012-11-14,1,3400000.0,,,0,3
36796,c:177763,YPX Cayman Holdings,ypx cayman holdings,hospitality,operating,,CHN,Shanghai,Shanghai,,,0,0,2012-11-13,2012-11-13,1,11500000.0,,,0,0
36803,c:177770,Hukkster,hukkster,web,operating,2012-04-01,USA,New York City,New York,,,0,0,2012-11-14,2013-05-15,3,5497825.0,2013-06-04,2013-06-04,1,2
36804,c:177771,Cignifi,cignifi,finance,operating,2010-01-01,USA,Cambridge,Boston,,,0,0,2012-11-15,2013-08-12,2,150000.0,2011-01-01,2011-01-01,1,16
36806,c:177773,InboundWriter,inboundwriter,enterprise,operating,2011-05-17,USA,San Mateo,SF Bay,,,0,0,2012-11-16,2012-11-16,1,2500000.0,2010-01-01,2010-01-01,1,10
36813,c:177780,cielo24,cielo24,enterprise,operating,2012-11-01,USA,Santa Barbara,Santa Barbara,,,0,0,2013-02-28,2013-02-28,1,915000.0,2013-02-01,2013-02-01,1,5
36820,c:177789,Sketchfab,sketchfab,software,operating,2012-05-15,USA,New York,New York,,,0,0,2013-01-29,2013-12-05,2,2500000.0,2013-02-01,2013-12-06,3,6
36821,c:177790,AMVONET,amvonet,software,operating,,USA,Alliance,Alliance,,,0,0,2012-11-14,2012-11-14,1,250000.0,,,0,0
36822,c:177791,invi,invi,mobile,operating,2012-01-01,USA,Palo Alto,SF Bay,,,0,0,2012-11-14,2013-06-25,2,3750000.0,2013-05-01,2013-06-25,2,3
36823,c:177792,This Technology,this technology,software,operating,,USA,New York,New York,,,0,0,2012-11-15,2012-11-15,1,7500000.0,,,0,0
36829,c:17780,MiNOWireless,minowireless,software,operating,2004-01-01,USA,Santa Clara,SF Bay,,,0,0,2006-04-18,2007-02-15,2,8500000.0,,,0,3
36832,c:177802,"Peaxy, Inc.",peaxy,software,operating,2012-01-01,USA,San Jose,SF Bay,,,0,0,2012-11-16,2012-11-16,1,2500000.0,2011-01-01,2011-01-01,1,5
36833,c:177803,Fortem,fortem,security,operating,2005-01-01,CAN,"Montreal, QC",Montreal,,,0,0,2012-11-16,2012-11-16,1,1430000.0,2012-01-01,2012-01-01,1,12
36841,c:177810,H-umus,h umus,,acquired,2007-01-01,ITA,Roncade (TV),Roncade,,,0,0,2006-07-01,2006-07-01,1,508520.0,,,0,0
36846,c:177816,Sync.ME,sync me,software,operating,2011-01-01,ISR,,Israel - Other,,,0,0,2012-11-15,2012-11-15,1,4000000.0,2013-07-30,2013-07-30,1,2
36854,c:177823,CUneXus Solutions,cunexus solutions,software,operating,2008-06-19,USA,Santa Rosa,SF Bay,,,0,0,2007-06-01,2013-06-10,6,670000.0,2008-06-01,2013-12-04,2,3
36860,c:17783,CloudSwitch,cloudswitch,software,acquired,,,,unknown,,,0,0,2009-01-26,2009-06-29,2,15400000.0,,,0,6
36862,c:177831,Wikisway,wikisway,software,operating,2011-07-01,USA,Portland,Portland,,,0,0,2012-09-10,2012-09-10,1,140000.0,2013-02-01,2013-02-01,1,6
36870,c:177839,UMass Amherst,umass amherst,education,operating,,USA,Amherst,Amherst,,,0,0,2012-11-15,2012-11-15,1,6200000.0,,,0,0
36871,c:17784,Gamervision,gamervision,games_video,operating,,USA,Doylestown,Philadelphia,,,0,0,2007-01-01,2010-10-13,3,10000000.0,2010-10-13,2010-10-13,1,0
36872,c:177840,MiniTime,minitime,travel,operating,,USA,Los Angeles,Los Angeles,,,0,0,2012-11-18,2012-11-18,1,1000000.0,2012-01-01,2012-01-01,1,2
36877,c:177845,SavedPlus Inc,savedplus,mobile,operating,2012-10-29,USA,Mountain View,SF Bay,,,0,0,2013-07-01,2013-07-01,1,250000.0,2012-02-01,2012-02-01,1,4
36878,c:177846,Fractal Analytics,fractal analytics,analytics,operating,2000-01-01,USA,San Mateo,SF Bay,,,0,0,2013-06-24,2013-06-24,1,25000000.0,2011-01-01,2013-11-05,2,16
36894,c:177864,1001 Menus,1001 menus,web,operating,2010-11-20,FRA,Paris,Paris,,,0,0,2013-11-13,2013-11-13,1,1736910.0,2013-01-01,2013-01-01,1,5
36895,c:177865,Communication Intelligence,communication intelligence,hardware,ipo,,USA,Redwood Shores,SF Bay,,,0,0,2011-01-08,2013-05-20,5,5963500.0,1981-01-01,1981-01-01,1,3
36899,c:177869,AirPOS,airpos,software,operating,2009-05-05,GBR,Belfast,Belfast,,,0,0,2009-09-02,2012-01-11,3,612042.0,2009-05-05,2009-05-05,1,1
36911,c:177880,Popdeem,popdeem,advertising,operating,2012-05-01,IRL,Dublin 2,Dublin,,,0,0,2012-09-09,2012-09-09,1,105000.0,2013-04-05,2013-05-01,2,2
36919,c:17789,Assembla,assembla,public_relations,operating,2005-01-01,USA,Needham,Boston,,,0,0,2007-05-01,2007-05-01,1,375000.0,,,0,2
36932,c:177906,AdBuddy,adbuddy,advertising,operating,2012-06-10,USA,Raliegh,Raliegh,,,0,0,2012-09-01,2012-09-01,1,100000.0,2012-10-01,2012-10-01,1,3
36933,c:177907,Kleiderkreisel,kleiderkreisel,ecommerce,operating,2009-01-01,DEU,"Munich,",Munich,,,0,0,2013-07-10,2013-07-10,1,6500000.0,,,0,0
36962,c:177933,Metwit,metwit,analytics,operating,2012-04-04,GBR,LONDON,London,,,0,0,2012-08-30,2012-08-30,1,25000.0,2012-04-22,2012-04-22,1,2
36965,c:177936,Tu Closet Mi Closet,tu closet mi closet,fashion,operating,2011-12-15,,,unknown,,,0,0,2012-05-15,2012-05-15,1,40000.0,,,0,1
36977,c:17795,Mazu Networks,mazu networks,security,acquired,2000-01-01,USA,Cambridge,Boston,,,0,0,2006-02-07,2006-02-07,1,7000000.0,2008-01-01,2008-01-01,1,7
36981,c:177953,GoMango.com,gomango,finance,operating,,USA,Montrose,Los Angeles,,,0,0,2011-10-15,2012-12-01,2,400000.0,2012-11-01,2012-11-01,1,3
36991,c:177962,Filement,filement,network_hosting,operating,2012-10-01,,,unknown,,,0,0,2012-09-01,2012-09-01,1,31528.0,2012-09-01,2012-09-01,1,2
37000,c:177973,MailPix,mailpix,photo_video,operating,2012-02-01,USA,Huntington Beach,Los Angeles,,,0,0,2013-01-25,2013-01-25,1,500000.0,2013-07-12,2013-12-10,2,13
37007,c:17798,Traiana,traiana,,acquired,2000-01-01,USA,New York,New York,,,0,0,2005-10-09,2005-10-09,1,15000000.0,2003-01-01,2003-01-01,1,5
37030,c:178001,Imalogix,imalogix,biotech,operating,2011-01-01,USA,King of Prussia,Philadelphia,,,0,0,2012-03-26,2012-03-26,1,285000.0,,,0,1
37039,c:17801,LED Engin,led engin,semiconductor,operating,2004-01-01,USA,San Jose,SF Bay,,,0,0,2007-10-03,2007-10-03,1,11000000.0,2012-04-23,2012-04-23,1,0
37056,c:178029,Oneloudr Productions,oneloudr productions,games_video,operating,2012-01-01,AUT,Dornbirn,Dornbirn,,,0,0,2011-09-05,2011-09-05,1,21189.0,2012-10-01,2012-10-01,1,1
37063,c:178035,Powtoon,powtoon,software,operating,2011-10-24,GBR,STANMORE,Stanmore,,,0,0,2011-12-13,2012-12-15,2,780000.0,2012-01-12,2012-12-14,2,2
37078,c:17805,burrp!,burrp,web,operating,2006-03-15,IND,Mumbai,Mumbai,,,0,0,2006-12-01,2007-11-01,2,2150000.0,2006-03-01,2009-03-15,2,4
37083,c:178055,Chekkt,chekkt,ecommerce,operating,2012-08-10,ISR,Tel Aviv,Tel Aviv,,,0,0,2013-07-22,2013-07-22,1,1250000.0,2012-08-01,2012-08-01,1,4
37090,c:178061,Acclaimd,acclaimd,analytics,operating,2012-02-01,USA,Columbus,Columbus,,,0,0,2012-06-01,2012-08-07,2,90000.0,2012-02-01,2012-02-01,1,2
37101,c:178073,Owned it,owned it,enterprise,operating,,GBR,Birmingham,Birmingham,,,0,0,2011-09-01,2012-10-25,2,181000.0,2012-10-25,2013-01-15,2,0
37108,c:17808,BBspace,bbspace,,operating,,,,unknown,,,0,0,2007-09-20,2007-09-20,1,11000000.0,,,0,0
37109,c:178080,Wantster,wantster,ecommerce,operating,,,,unknown,,,0,0,2012-11-21,2012-11-21,1,4000000.0,,,0,0
37126,c:178098,Gordon Games Ltd,gordon games,enterprise,operating,2012-01-01,GBR,"London,",London,,,0,0,2013-04-03,2013-04-03,1,75000.0,2013-02-22,2013-04-29,2,3
37138,c:178109,SimplyInsured,simplyinsured,ecommerce,operating,2012-01-01,USA,Mountain View,SF Bay,,,0,0,2013-10-02,2013-10-02,1,750000.0,2013-02-27,2013-02-27,1,2
37145,c:178115,IMANIN,imanin,,operating,,,,unknown,,,0,0,2012-11-20,2012-11-20,1,25000.0,,,0,0
37146,c:178116,MabVax Therapeutics,mabvax therapeutics,biotech,operating,2006-01-01,USA,San Diego,San Diego,,,0,0,2012-11-20,2013-09-25,2,7000000.0,,,0,4
37149,c:178119,RuckPack,ruckpack,health,operating,,USA,San Diego,San Diego,,,0,0,2012-11-20,2012-11-20,1,150000.0,,,0,0
37151,c:178120,DataWare Ventures,dataware ventures,,operating,,,,unknown,,,0,0,2012-12-20,2012-12-20,1,38999.0,,,0,0
37165,c:178136,Keyideas Infotech (P) Limited,keyideas infotech p limited,software,operating,2009-09-10,IND,New Delhi,New Delhi,,,0,0,2013-01-10,2013-01-10,1,1000000.0,,,0,2
37170,c:178141,Prowl,prowl,software,operating,2013-01-01,USA,San Francisco,SF Bay,,,0,0,2013-08-01,2013-08-01,1,75000.0,2013-02-04,2013-11-13,2,6
37173,c:178148,HintOrTwo,hintortwo,education,operating,2012-10-01,BGR,Sofia,Sofia,,,0,0,2012-10-01,2012-10-01,1,32000.0,2012-01-01,2012-01-01,1,1
37175,c:178150,Playground Energy,playground energy,cleantech,operating,2012-09-01,BGR,Sofia,Sofia,,,0,0,2012-09-01,2013-06-06,3,262500.0,2012-09-03,2012-09-03,1,2
37176,c:178151,QuaDPharma,quadpharma,biotech,operating,,USA,Clarence,Clarence,,,0,0,2012-11-20,2012-11-20,1,1000000.0,,,0,0
37190,c:178168,Scards,scards,ecommerce,operating,2012-11-17,ALB,Prishtine,Prishtine,,,0,0,2012-11-01,2012-11-01,1,150000.0,2012-10-21,2012-10-21,1,5
37194,c:178171,Innovent Biologics,innovent biologics,biotech,operating,,CHN,,China - Other,,,0,0,2012-11-16,2012-11-16,1,25000000.0,2011-06-01,2011-06-01,1,1
37199,c:17818,Bridgestream,bridgestream,,acquired,2000-01-01,USA,Redwood Shores,SF Bay,,,0,0,2006-04-05,2006-04-05,1,6500000.0,2005-04-01,2005-04-01,1,2
37200,c:178181,Lewis and Clark Pharmaceuticals,lewis and clark pharmaceuticals,biotech,operating,2012-01-01,USA,Charlottesville,Charlottesville,,,0,0,2012-11-20,2013-10-21,2,475000.0,,,0,0
